filepath,filename,true_label_id,true_label_name,predicted_label_id,predicted_label_name,predicted_confidence,true_label_probability,brown_anole_probability,green_anole_probability,brown_green_probability_gap,brown_green_probability_sum,brown_green_confusion,correct,oof_fold,review_reason
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_191.jpg,Green_anole_Green_anole_191.jpg,4,Green_anole,1,Brown_anole,0.70830536,0.12699111,0.70830536,0.12699111,0.58131427,0.83529645,True,False,2,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_148.jpg,Brown_anole_Brown_anole_148.jpg,1,Brown_anole,4,Green_anole,0.70821357,0.2244902,0.2244902,0.70821357,-0.48372337,0.93270373,True,False,1,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_143.jpg,Green_anole_Green_anole_143.jpg,4,Green_anole,1,Brown_anole,0.7076299,0.19258267,0.7076299,0.19258267,0.51504725,0.9002126,True,False,1,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_180.jpg,Green_anole_Green_anole_180.jpg,4,Green_anole,1,Brown_anole,0.70592755,0.26088095,0.70592755,0.26088095,0.4450466,0.9668085,True,False,2,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_10.jpg,Green_anole_Green_anole_10.jpg,4,Green_anole,1,Brown_anole,0.70064914,0.20859846,0.70064914,0.20859846,0.49205068,0.90924764,True,False,3,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_178.jpg,Green_anole_Green_anole_178.jpg,4,Green_anole,1,Brown_anole,0.6998961,0.19725192,0.6998961,0.19725192,0.5026442,0.897148,True,False,2,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Anolis_carolinensis_9.jpg,Brown_anole_Anolis_carolinensis_9.jpg,1,Brown_anole,4,Green_anole,0.6682589,0.042540744,0.042540744,0.6682589,-0.6257182,0.71079963,True,False,1,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Anolis_carolinensis_16.jpg,Brown_anole_Anolis_carolinensis_16.jpg,1,Brown_anole,4,Green_anole,0.6660665,0.29038975,0.29038975,0.6660665,-0.37567678,0.9564563,True,False,2,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_27.jpg,Green_anole_Green_anole_27.jpg,4,Green_anole,1,Brown_anole,0.6630101,0.2629991,0.6630101,0.2629991,0.40001103,0.9260092,True,False,3,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Anolis_carolinensis_13.jpg,Brown_anole_Anolis_carolinensis_13.jpg,1,Brown_anole,4,Green_anole,0.6565318,0.04912956,0.04912956,0.6565318,-0.60740227,0.70566136,True,False,1,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_177.jpg,Brown_anole_Brown_anole_177.jpg,1,Brown_anole,4,Green_anole,0.64564264,0.12911382,0.12911382,0.64564264,-0.51652884,0.77475643,True,False,2,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_2.jpg,Green_anole_Green_anole_2.jpg,4,Green_anole,1,Brown_anole,0.6445618,0.2557922,0.6445618,0.2557922,0.38876963,0.900354,True,False,1,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_95.jpg,Green_anole_Green_anole_95.jpg,4,Green_anole,1,Brown_anole,0.63813937,0.13389,0.63813937,0.13389,0.50424933,0.7720294,True,False,3,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_61.jpg,Green_anole_Green_anole_61.jpg,4,Green_anole,1,Brown_anole,0.6280436,0.32367432,0.6280436,0.32367432,0.30436927,0.9517179,True,False,3,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_190.jpg,Brown_anole_Brown_anole_190.jpg,1,Brown_anole,4,Green_anole,0.6238347,0.25799775,0.25799775,0.6238347,-0.36583698,0.8818325,True,False,1,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_216.jpg,Green_anole_Green_anole_216.jpg,4,Green_anole,1,Brown_anole,0.62009156,0.35140297,0.62009156,0.35140297,0.2686886,0.97149456,True,False,2,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_159.jpg,Green_anole_Green_anole_159.jpg,4,Green_anole,1,Brown_anole,0.61207044,0.32102078,0.61207044,0.32102078,0.29104966,0.9330912,True,False,3,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_170.jpg,Brown_anole_Brown_anole_170.jpg,1,Brown_anole,4,Green_anole,0.6100099,0.3539954,0.3539954,0.6100099,-0.2560145,0.96400535,True,False,1,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_20.jpg,Green_anole_Green_anole_20.jpg,4,Green_anole,1,Brown_anole,0.6060332,0.36464566,0.6060332,0.36464566,0.24138755,0.97067887,True,False,2,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_70.jpg,Brown_anole_Brown_anole_70.jpg,1,Brown_anole,4,Green_anole,0.6041747,0.3581999,0.3581999,0.6041747,-0.24597478,0.96237457,True,False,3,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Anolis_carolinensis_5.jpg,Brown_anole_Anolis_carolinensis_5.jpg,1,Brown_anole,4,Green_anole,0.56822133,0.3478259,0.3478259,0.56822133,-0.22039542,0.9160472,True,False,1,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_184.jpg,Green_anole_Green_anole_184.jpg,4,Green_anole,1,Brown_anole,0.56788254,0.38382405,0.56788254,0.38382405,0.18405849,0.9517066,True,False,3,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_161.jpg,Brown_anole_Brown_anole_161.jpg,1,Brown_anole,4,Green_anole,0.55132055,0.42153567,0.42153567,0.55132055,-0.12978488,0.9728562,True,False,3,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_180.jpg,Brown_anole_Brown_anole_180.jpg,1,Brown_anole,4,Green_anole,0.5383935,0.06004248,0.06004248,0.5383935,-0.47835103,0.598436,True,False,1,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_200.jpg,Brown_anole_Brown_anole_200.jpg,1,Brown_anole,4,Green_anole,0.5383619,0.32000113,0.32000113,0.5383619,-0.21836078,0.85836303,True,False,1,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_189.jpg,Green_anole_Green_anole_189.jpg,4,Green_anole,1,Brown_anole,0.5262285,0.26641026,0.5262285,0.26641026,0.25981823,0.7926388,True,False,1,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_167.jpg,Brown_anole_Brown_anole_167.jpg,1,Brown_anole,4,Green_anole,0.5256151,0.45152807,0.45152807,0.5256151,-0.074087024,0.97714317,True,False,3,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_120.jpg,Green_anole_Green_anole_120.jpg,4,Green_anole,1,Brown_anole,0.52542436,0.2727135,0.52542436,0.2727135,0.25271085,0.7981379,True,False,1,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Anolis_carolinensis_19.jpg,Brown_anole_Anolis_carolinensis_19.jpg,1,Brown_anole,4,Green_anole,0.52209234,0.16936693,0.16936693,0.52209234,-0.35272542,0.6914593,True,False,3,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_206.jpg,Green_anole_Green_anole_206.jpg,4,Green_anole,1,Brown_anole,0.51929206,0.45062444,0.51929206,0.45062444,0.06866762,0.96991646,True,False,2,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_8.jpg,Green_anole_Green_anole_8.jpg,4,Green_anole,1,Brown_anole,0.51633435,0.25933206,0.51633435,0.25933206,0.2570023,0.7756664,True,False,1,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_104.jpg,Green_anole_Green_anole_104.jpg,4,Green_anole,1,Brown_anole,0.5125731,0.25674114,0.5125731,0.25674114,0.255832,0.7693143,True,False,3,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_186.jpg,Green_anole_Green_anole_186.jpg,4,Green_anole,1,Brown_anole,0.5114434,0.06571068,0.5114434,0.06571068,0.4457327,0.57715404,True,False,1,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_121.jpg,Green_anole_Green_anole_121.jpg,4,Green_anole,1,Brown_anole,0.49849284,0.42745703,0.49849284,0.42745703,0.0710358,0.9259499,True,False,1,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_91.jpg,Green_anole_Green_anole_91.jpg,4,Green_anole,1,Brown_anole,0.48759815,0.3757532,0.48759815,0.3757532,0.11184496,0.86335135,True,False,2,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_173.jpg,Green_anole_Green_anole_173.jpg,4,Green_anole,1,Brown_anole,0.4874595,0.052740224,0.4874595,0.052740224,0.4347193,0.54019976,True,False,1,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_186.jpg,Brown_anole_Brown_anole_186.jpg,1,Brown_anole,4,Green_anole,0.48539102,0.10804504,0.10804504,0.48539102,-0.37734598,0.59343606,True,False,2,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_202.jpg,Green_anole_Green_anole_202.jpg,4,Green_anole,1,Brown_anole,0.47573996,0.39373553,0.47573996,0.39373553,0.08200443,0.8694755,True,False,2,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_113.jpg,Green_anole_Green_anole_113.jpg,4,Green_anole,1,Brown_anole,0.4737848,0.43958545,0.4737848,0.43958545,0.034199357,0.91337025,True,False,2,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_194.jpg,Green_anole_Green_anole_194.jpg,4,Green_anole,1,Brown_anole,0.45997328,0.13480571,0.45997328,0.13480571,0.32516757,0.594779,True,False,1,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_141.jpg,Green_anole_Green_anole_141.jpg,4,Green_anole,1,Brown_anole,0.4557378,0.3148036,0.4557378,0.3148036,0.1409342,0.7705414,True,False,2,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Anolis_carolinensis_14.jpg,Brown_anole_Anolis_carolinensis_14.jpg,1,Brown_anole,4,Green_anole,0.45115703,0.0980175,0.0980175,0.45115703,-0.35313952,0.54917455,True,False,2,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_12.jpg,Green_anole_Green_anole_12.jpg,4,Green_anole,1,Brown_anole,0.44361404,0.31848758,0.44361404,0.31848758,0.12512645,0.76210165,True,False,1,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_38.jpg,Green_anole_Green_anole_38.jpg,4,Green_anole,1,Brown_anole,0.43538937,0.29363972,0.43538937,0.29363972,0.14174965,0.72902906,True,False,2,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_173.jpg,Brown_anole_Brown_anole_173.jpg,1,Brown_anole,4,Green_anole,0.43432075,0.40083623,0.40083623,0.43432075,-0.03348452,0.835157,True,False,2,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_194.jpg,Brown_anole_Brown_anole_194.jpg,1,Brown_anole,4,Green_anole,0.41928235,0.37488538,0.37488538,0.41928235,-0.044396967,0.79416776,True,False,1,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Anolis_carolinensis_7.jpg,Brown_anole_Anolis_carolinensis_7.jpg,1,Brown_anole,4,Green_anole,0.40081185,0.05951411,0.05951411,0.40081185,-0.34129775,0.46032596,True,False,3,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_195.jpg,Brown_anole_Brown_anole_195.jpg,1,Brown_anole,4,Green_anole,0.38719133,0.36737126,0.36737126,0.38719133,-0.019820064,0.7545626,True,False,3,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_114.jpg,Green_anole_Green_anole_114.jpg,4,Green_anole,1,Brown_anole,0.38526982,0.046582393,0.38526982,0.046582393,0.33868742,0.43185222,True,False,2,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_67.jpg,Brown_anole_Brown_anole_67.jpg,1,Brown_anole,4,Green_anole,0.38379353,0.3733483,0.3733483,0.38379353,-0.010445237,0.7571418,True,False,3,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_138.jpg,Brown_anole_Brown_anole_138.jpg,1,Brown_anole,4,Green_anole,0.3602872,0.22685781,0.22685781,0.3602872,-0.13342938,0.587145,True,False,3,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_154.jpg,Green_anole_Green_anole_154.jpg,4,Green_anole,1,Brown_anole,0.35919067,0.2316193,0.35919067,0.2316193,0.12757137,0.59080994,True,False,3,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_149.jpg,Green_anole_Green_anole_149.jpg,4,Green_anole,1,Brown_anole,0.3575885,0.3232947,0.3575885,0.3232947,0.0342938,0.68088317,True,False,1,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_176.jpg,Brown_anole_Brown_anole_176.jpg,1,Brown_anole,4,Green_anole,0.3269263,0.264695,0.264695,0.3269263,-0.062231302,0.5916213,True,False,2,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_172.jpg,Green_anole_Green_anole_172.jpg,4,Green_anole,1,Brown_anole,0.3080544,0.075516045,0.3080544,0.075516045,0.23253834,0.38357043,True,False,1,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_218.jpg,Brown_anole_Brown_anole_218.jpg,1,Brown_anole,4,Green_anole,0.28211424,0.14645115,0.14645115,0.28211424,-0.13566309,0.42856538,True,False,3,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_212.jpg,Green_anole_Green_anole_212.jpg,4,Green_anole,1,Brown_anole,0.2683117,0.21783912,0.2683117,0.21783912,0.050472587,0.48615083,True,False,3,true_green_pred_brown
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_206.jpg,Brown_anole_Brown_anole_206.jpg,1,Brown_anole,4,Green_anole,0.24208942,0.2349711,0.2349711,0.24208942,-0.0071183145,0.47706053,True,False,2,true_brown_pred_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_198.jpg,Brown_anole_Brown_anole_198.jpg,1,Brown_anole,1,Brown_anole,0.97505724,0.97505724,0.97505724,0.01949355,0.95556366,0.9945508,False,True,2,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_220.jpg,Green_anole_Green_anole_220.jpg,4,Green_anole,4,Green_anole,0.96325827,0.96325827,0.030666035,0.96325827,-0.9325922,0.9939243,False,True,3,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_86.jpg,Brown_anole_Brown_anole_86.jpg,1,Brown_anole,1,Brown_anole,0.95636475,0.95636475,0.95636475,0.033939626,0.92242515,0.99030435,False,True,1,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_98.jpg,Brown_anole_Brown_anole_98.jpg,1,Brown_anole,1,Brown_anole,0.95621455,0.95621455,0.95621455,0.030942898,0.92527163,0.98715746,False,True,2,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_23.jpg,Brown_anole_Brown_anole_23.jpg,1,Brown_anole,1,Brown_anole,0.95566213,0.95566213,0.95566213,0.026780805,0.92888135,0.9824429,False,True,2,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_41.jpg,Brown_anole_Brown_anole_41.jpg,1,Brown_anole,1,Brown_anole,0.9556296,0.9556296,0.9556296,0.008224042,0.9474055,0.96385366,False,True,2,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_17.jpg,Green_anole_Green_anole_17.jpg,4,Green_anole,4,Green_anole,0.9450427,0.9450427,0.041395556,0.9450427,-0.9036472,0.9864383,False,True,3,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_215.jpg,Green_anole_Green_anole_215.jpg,4,Green_anole,4,Green_anole,0.9450427,0.9450427,0.041395556,0.9450427,-0.9036472,0.9864383,False,True,3,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_28.jpg,Green_anole_Green_anole_28.jpg,4,Green_anole,4,Green_anole,0.94293344,0.94293344,0.04069854,0.94293344,-0.9022349,0.98363197,False,True,3,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_187.jpg,Brown_anole_Brown_anole_187.jpg,1,Brown_anole,1,Brown_anole,0.9406486,0.9406486,0.9406486,0.055681594,0.884967,0.9963302,False,True,2,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_149.jpg,Brown_anole_Brown_anole_149.jpg,1,Brown_anole,1,Brown_anole,0.9378059,0.9378059,0.9378059,0.015354342,0.92245156,0.9531602,False,True,1,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_133.jpg,Green_anole_Green_anole_133.jpg,4,Green_anole,4,Green_anole,0.9319747,0.9319747,0.010593275,0.9319747,-0.9213814,0.942568,False,True,1,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_75.jpg,Green_anole_Green_anole_75.jpg,4,Green_anole,4,Green_anole,0.9296627,0.9296627,0.020507766,0.9296627,-0.90915495,0.95017046,False,True,3,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_44.jpg,Green_anole_Green_anole_44.jpg,4,Green_anole,4,Green_anole,0.92919976,0.92919976,0.0077768825,0.92919976,-0.9214229,0.9369766,False,True,3,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_29.jpg,Green_anole_Green_anole_29.jpg,4,Green_anole,4,Green_anole,0.92883456,0.92883456,0.04498236,0.92883456,-0.8838522,0.97381693,False,True,1,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_4.jpg,Green_anole_Green_anole_4.jpg,4,Green_anole,4,Green_anole,0.92342126,0.92342126,0.027363017,0.92342126,-0.89605826,0.95078427,False,True,1,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_207.jpg,Brown_anole_Brown_anole_207.jpg,1,Brown_anole,1,Brown_anole,0.91550267,0.91550267,0.91550267,0.05098772,0.86451495,0.9664904,False,True,1,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_34.jpg,Brown_anole_Brown_anole_34.jpg,1,Brown_anole,1,Brown_anole,0.90812856,0.90812856,0.90812856,0.031440243,0.8766883,0.9395688,False,True,1,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_126.jpg,Brown_anole_Brown_anole_126.jpg,1,Brown_anole,1,Brown_anole,0.9075035,0.9075035,0.9075035,0.035671122,0.8718324,0.9431746,False,True,1,true_brown_or_green
