filepath,odd_size_score,is_odd_size_issue,odd_aspect_ratio_score,is_odd_aspect_ratio_issue,low_information_score,is_low_information_issue,light_score,is_light_issue,grayscale_score,is_grayscale_issue,dark_score,is_dark_issue,blurry_score,is_blurry_issue,exact_duplicates_score,is_exact_duplicates_issue,near_duplicates_score,is_near_duplicates_issue
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_11.jpg,0.9265414150995837,False,0.5625,False,0.9152065982224737,False,0.8491640619748626,False,1,False,0.9737457216790601,False,0.5779566093191861,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_110.jpg,0.9285714285714285,False,0.75,False,0.933762371412262,False,0.9065962532869347,False,1,False,0.9840838806719604,False,0.5779668389624677,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_111.jpg,0.8934367118568581,False,0.5234375,False,0.9015316762951944,False,0.8626157612180482,False,1,False,0.8801699182358599,False,0.49869685440012057,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_112.jpg,0.9285714285714285,False,0.75,False,0.8822637310552324,False,0.8064026779459553,False,1,False,0.9564935079938046,False,0.5053202309727642,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_113.jpg,0.45105434644420006,True,0.7502863688430699,False,0.9217668194773405,False,0.8802262160431709,False,1,False,0.9759772119623974,False,0.5724608785476143,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_114.jpg,0.9285714285714285,False,0.75,False,0.9272768468672132,False,0.8875722454195585,False,1,False,0.9065691395406072,False,0.5411939510279595,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_115.jpg,0.9285714285714285,False,0.75,False,0.9280613410540863,False,0.8369315756063804,False,1,False,0.9369899371140437,False,0.48092233052882605,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_116.jpg,0.9285714285714285,False,0.75,False,0.9153833202863167,False,0.8641209575142244,False,1,False,0.809744412189362,False,0.5177018878587607,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_117.jpg,0.9285714285714285,False,0.75,False,0.9391927947395179,False,0.8575689189775809,False,1,False,0.9788304738315751,False,0.5501402873220878,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_118.jpg,0.8186864803103198,False,0.91015625,False,0.9048223857299027,False,0.7542465547278542,False,1,False,1.0,False,0.5248049709258578,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_12.jpg,0.9285714285714285,False,0.75,False,0.9424414601304596,False,0.9449173840580526,False,1,False,0.9651216464195295,False,0.473194040110022,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_120.jpg,0.9285714285714285,False,0.75,False,0.9165110609262174,False,0.8536041086077478,False,1,False,0.9933967916687715,False,0.5300626969062938,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_122.jpg,0.9285714285714285,False,0.75,False,0.9252363821050742,False,0.8051047364548254,False,1,False,0.9763367102491253,False,0.4657402700448696,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_123.jpg,0.9285714285714285,False,0.75,False,0.918795716381652,False,0.8552108746789786,False,1,False,0.9681212378918297,False,0.5346447802151006,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_124.jpg,0.9285714285714285,False,0.75,False,0.8551031345127811,False,0.6434777750464733,False,1,False,0.8717752021454498,False,0.7021935228119695,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_126.jpg,0.9285714285714285,False,0.75,False,0.9020709218854576,False,0.9848650819643898,False,1,False,0.786550653185739,False,0.46341103850565135,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_127.jpg,0.9265414150995837,False,0.5625,False,0.9167254138628729,False,0.808243915346767,False,1,False,0.9778945991168629,False,0.47304719685615104,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_128.jpg,0.9905452019764944,False,0.66650390625,False,0.9273752205360847,False,0.819204330244804,False,1,False,1.0,False,0.48974121139023274,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_13.jpg,0.9265414150995837,False,0.5625,False,0.9484504194019059,False,0.8947247616151193,False,1,False,0.9909899128169181,False,0.5198093276655912,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_132.jpg,0.9905452019764944,False,0.66650390625,False,0.8846411425819047,False,0.8935998138369463,False,1,False,0.9726810868583937,False,0.5828746635672871,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_133.jpg,0.9905452019764944,False,0.66650390625,False,0.8662218393728717,False,0.7652741830340625,False,1,False,0.8518472227389838,False,0.4985304567211071,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_134.jpg,0.9285714285714285,False,0.75,False,0.933465413949654,False,0.8402740235802185,False,1,False,0.9721098312583921,False,0.5351858792871378,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_135.jpg,0.9285714285714285,False,0.75,False,0.9358272538859662,False,0.83008548636033,False,1,False,0.9612171254032029,False,0.5607584808476589,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_136.jpg,0.9285714285714285,False,0.75,False,0.9318925018762869,False,0.8229859349126338,False,1,False,0.9535699301499586,False,0.5582254403185289,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_137.jpg,0.9285714285714285,False,0.75,False,0.9486133215078812,False,0.907392258576152,False,1,False,0.977345013627842,False,0.5715928395755925,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_138.jpg,0.9905452019764944,False,0.66650390625,False,0.9423937971510119,False,0.9639650731178517,False,1,False,0.9178219290394001,False,0.5904525777387192,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_139.jpg,0.9808816808770318,False,0.67919921875,False,0.915915547563746,False,0.9513112341022658,False,1,False,0.934865910938068,False,0.5732437331511707,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_14.jpg,0.9285714285714285,False,0.75,False,0.9305474517915828,False,0.8293572320654461,False,1,False,0.9565293134903502,False,0.5276582666234277,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_140.jpg,0.9292757285208094,False,0.7490234375,False,0.9443670454054497,False,0.8667115992665212,False,1,False,0.986628697171472,False,0.5207808456545283,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_141.jpg,0.9285714285714285,False,0.75,False,0.9107315314654738,False,0.7132854577141754,False,1,False,0.9695699788399718,False,0.5896812101692326,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_142.jpg,0.9285714285714285,False,0.75,False,0.8858969258050003,False,0.9450672355322228,False,1,False,0.9286805843967277,False,0.4900925376713775,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_143.jpg,0.9772026236595659,False,0.625,False,0.8764731633548037,False,0.8222618508220517,False,1,False,0.7931679840843597,False,0.43234762600026455,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_144.jpg,0.9285714285714285,False,0.75,False,0.9362013720683608,False,0.9202306284743169,False,1,False,0.9239978112786319,False,0.5076746315183025,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_146.jpg,0.9285714285714285,False,0.75,False,0.9268280010805081,False,0.858570107629333,False,1,False,0.9847596833679413,False,0.5633458577654685,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_147.jpg,0.9285714285714285,False,0.75,False,0.9332668256762701,False,0.9299172785144112,False,1,False,0.9994686169859808,False,0.6249497760497601,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_148.jpg,0.8723015490757013,False,0.830078125,False,0.8693471282620728,False,0.7280631504658415,False,1,False,0.8665339886020267,False,0.6411616972622753,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_149.jpg,0.9079081552880588,False,0.7502876869965478,False,0.8958464587752056,False,0.7024875656435624,False,1,False,0.9638697157354602,False,0.5172088910317889,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_151.jpg,0.5325713627764364,False,0.5517529215358932,False,0.9134629355656219,False,0.730045783994866,False,1,False,0.9459848739679931,False,0.5157194482485028,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_152.jpg,0.9285714285714285,False,0.75,False,0.9129879611614604,False,0.9730476662084909,False,1,False,0.8877019478258337,False,0.5150221203351966,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_153.jpg,0.9285714285714285,False,0.75,False,0.9156788232786932,False,0.8904693175589528,False,1,False,0.984313725490196,False,0.5088853736664345,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_154.jpg,0.9285714285714285,False,0.75,False,0.9334982768311879,False,0.8489254177177222,False,1,False,0.9462829444705061,False,0.511166564990007,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_155.jpg,0.7503723730880969,False,0.75,False,0.8673483101428069,False,0.5260042486283879,False,1,False,0.9600686249981729,False,0.4626700710534153,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_156.jpg,0.926461275428192,False,0.7529296875,False,0.8979422012049485,False,0.8571029143553437,False,1,False,0.8774026276522937,False,0.628174878788379,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_157.jpg,0.9285714285714285,False,0.75,False,0.8932596403895027,False,0.9328640507731873,False,1,False,0.8067197881600503,False,0.42027172952592107,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_159.jpg,0.9265414150995837,False,0.5625,False,0.946167182218626,False,0.9299115734000785,False,1,False,0.9876140982560964,False,0.5363975564873349,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_16.jpg,0.9265414150995837,False,0.5625,False,0.9002066519261712,False,0.7686578949906157,False,1,False,0.9771351073776713,False,0.4756652364157058,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_160.jpg,0.9905452019764944,False,0.66650390625,False,0.9213474773365509,False,0.8881785249096202,False,1,False,0.8896319193585407,False,0.5209363888039318,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_161.jpg,0.7953342608389067,False,0.7423352902804957,False,0.9118092560693057,False,0.9562714324480427,False,1,False,0.905528697624886,False,0.5856026298031806,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_163.jpg,0.9292757285208094,False,0.7490234375,False,0.899301329149623,False,0.9226899768655623,False,1,False,0.9516354485372672,False,0.5722828025771726,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_164.jpg,0.9292757285208094,False,0.7490234375,False,0.9081352908732614,False,0.9567125609015897,False,1,False,0.9990563098186153,False,0.5808402078750665,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_165.jpg,0.9285714285714285,False,0.75,False,0.9397941682450601,False,0.9364730090027904,False,1,False,0.9300837572277596,False,0.48099127319710944,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_166.jpg,0.9285714285714285,False,0.75,False,0.9250851950266009,False,0.9795882447119119,False,1,False,0.9338317420255406,False,0.5497653429465306,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_167.jpg,0.926461275428192,False,0.7529296875,False,0.9127573600193047,False,0.943385667697407,False,1,False,0.959580005525854,False,0.5587476422600478,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_168.jpg,0.7612701511541071,False,1.0,False,0.9161010703482524,False,0.8921804660411009,False,1,False,0.8112201924829298,False,0.5269473889408329,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_169.jpg,0.8348608463355903,False,0.75,False,0.916074082070225,False,0.9766516772483078,False,1,False,0.9743692643363463,False,0.551890285788134,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_170.jpg,0.9285714285714285,False,0.75,False,0.9255691946408615,False,0.8033325318179491,False,1,False,0.9812664572142601,False,0.49698527707453066,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_171.jpg,0.9901718349307735,False,0.6669921875,False,0.8675770129370589,False,0.9553297355509108,False,1,False,0.8987982749762852,False,0.4948122440096884,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_172.jpg,0.9265414150995837,False,0.5625,False,0.9247108340602076,False,0.8241320529649877,False,1,False,0.9063684715546838,False,0.5125996147888747,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_173.jpg,0.9285714285714285,False,0.75,False,0.9483553112947984,False,0.9449675220844215,False,1,False,0.9857078869760306,False,0.5211349902337257,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_174.jpg,0.9180050126143331,False,1.0,False,0.9112185394960547,False,0.7841168456498286,False,1,False,0.9021106439869875,False,0.6729243661330474,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_175.jpg,0.8386823479313791,False,0.4619140625,False,0.8877183677250552,False,0.8208869303095152,False,1,False,0.8509803921568627,False,0.502413586488038,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_176.jpg,0.7612701511541071,False,1.0,False,0.9303860291326433,False,0.8483240366868173,False,1,False,0.9533569898904661,False,0.5201613473029265,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_177.jpg,0.9905452019764944,False,0.66650390625,False,0.8983688537785538,False,0.852141988577843,False,1,False,0.8982322594125023,False,0.4957675033523675,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_178.jpg,0.9905452019764944,False,0.66650390625,False,0.9355444694015156,False,0.885737037470925,False,1,False,0.9857331301734605,False,0.540453872233595,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_180.jpg,0.9901718349307735,False,0.6669921875,False,0.9273925448383432,False,0.8854752091507805,False,1,False,0.9813311189860178,False,0.5595277389459584,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_182.jpg,0.9285714285714285,False,0.75,False,0.8921945704518772,False,0.7428966252093923,False,1,False,0.8938716207783479,False,0.4680593272113165,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_183.jpg,0.9285714285714285,False,0.75,False,0.928356487885317,False,0.8209924837105438,False,1,False,0.9882177402736022,False,0.5009413812910949,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_184.jpg,0.9285714285714285,False,0.75,False,0.9052302865473788,False,0.730702138985577,False,1,False,0.9459688689988459,False,0.6124338720049476,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_185.jpg,0.9285714285714285,False,0.75,False,0.9041719788590141,False,0.9317010664131262,False,1,False,0.8270271690385007,False,0.45877156953313036,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_186.jpg,0.9285714285714285,False,0.75,False,0.9251714831843372,False,0.8887620255193789,False,1,False,1.0,False,0.5362545515410659,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_187.jpg,0.9285714285714285,False,0.75,False,0.9380501009674203,False,0.8932996016426757,False,1,False,0.9388684773095247,False,0.5208019257451374,False,1.0,False,1.0,False
c:/school programs/AI/ML_ENV/AI-Lizard-Prediction-Challenge/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_188.jpg,0.9265414150995837,False,0.5625,False,0.9334727764224202,False,0.89071157419297,False,1,False,0.9887767579813873,False,0.49435867168902714,False,1.0,False,1.0,False
