filepath,filename,true_label_id,true_label_name,predicted_label_id,predicted_label_name,predicted_confidence,true_label_probability,brown_anole_probability,green_anole_probability,brown_green_probability_gap,brown_green_probability_sum,brown_green_confusion,correct,review_reason
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_2.jpg,Brown_anole_Brown_anole_2.jpg,1,Brown_anole,1,Brown_anole,0.92181253,0.92181253,0.92181253,0.050001502,0.87181103,0.97181404,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_22.jpg,Green_anole_Green_anole_22.jpg,4,Green_anole,4,Green_anole,0.8906979,0.8906979,0.09793256,0.8906979,-0.7927653,0.9886305,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_190.jpg,Green_anole_Green_anole_190.jpg,4,Green_anole,4,Green_anole,0.8617687,0.8617687,0.062237877,0.8617687,-0.79953086,0.9240066,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_217.jpg,Brown_anole_Brown_anole_217.jpg,1,Brown_anole,1,Brown_anole,0.838202,0.838202,0.838202,0.06816386,0.7700381,0.9063659,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_58.jpg,Brown_anole_Brown_anole_58.jpg,1,Brown_anole,1,Brown_anole,0.82497096,0.82497096,0.82497096,0.15406364,0.6709073,0.9790346,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_41.jpg,Brown_anole_Brown_anole_41.jpg,1,Brown_anole,1,Brown_anole,0.79793656,0.79793656,0.79793656,0.017833596,0.78010297,0.81577015,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_193.jpg,Green_anole_Green_anole_193.jpg,4,Green_anole,2,Cuban_knight_anole,0.77380806,0.15452144,0.018958943,0.15452144,-0.1355625,0.17348038,False,False,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_9.jpg,Brown_anole_Brown_anole_9.jpg,1,Brown_anole,1,Brown_anole,0.768685,0.768685,0.768685,0.1504628,0.6182222,0.9191478,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_209.jpg,Brown_anole_Brown_anole_209.jpg,1,Brown_anole,1,Brown_anole,0.768685,0.768685,0.768685,0.1504628,0.6182222,0.9191478,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_211.jpg,Brown_anole_Brown_anole_211.jpg,1,Brown_anole,1,Brown_anole,0.7596413,0.7596413,0.7596413,0.18423676,0.5754045,0.94387805,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_36.jpg,Brown_anole_Brown_anole_36.jpg,1,Brown_anole,1,Brown_anole,0.74589133,0.74589133,0.74589133,0.07502415,0.6708672,0.82091546,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_76.jpg,Brown_anole_Brown_anole_76.jpg,1,Brown_anole,1,Brown_anole,0.72169566,0.72169566,0.72169566,0.26455796,0.4571377,0.9862536,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_5.jpg,Green_anole_Green_anole_5.jpg,4,Green_anole,4,Green_anole,0.68533134,0.68533134,0.20562693,0.68533134,-0.4797044,0.8909583,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_104.jpg,Brown_anole_Brown_anole_104.jpg,1,Brown_anole,1,Brown_anole,0.67064357,0.67064357,0.67064357,0.052049123,0.61859447,0.72269267,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_181.jpg,Brown_anole_Brown_anole_181.jpg,1,Brown_anole,1,Brown_anole,0.65322584,0.65322584,0.65322584,0.108841114,0.5443847,0.76206696,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_19.jpg,Green_anole_Green_anole_19.jpg,4,Green_anole,4,Green_anole,0.64494884,0.64494884,0.10335952,0.64494884,-0.5415893,0.74830836,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_129.jpg,Green_anole_Green_anole_129.jpg,4,Green_anole,4,Green_anole,0.63424414,0.63424414,0.030710451,0.63424414,-0.6035337,0.6649546,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_41.jpg,Green_anole_Green_anole_41.jpg,4,Green_anole,4,Green_anole,0.62584436,0.62584436,0.02179525,0.62584436,-0.6040491,0.64763963,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_30.jpg,Brown_anole_Brown_anole_30.jpg,1,Brown_anole,1,Brown_anole,0.61534464,0.61534464,0.61534464,0.036153458,0.5791912,0.6514981,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Cuban_knight_anole/Cuban_knight_anole_Cuban_knight_anole_181.jpg,Cuban_knight_anole_Cuban_knight_anole_181.jpg,2,Cuban_knight_anole,4,Green_anole,0.5949859,0.3164387,0.039301172,0.5949859,-0.55568475,0.63428706,False,False,pred_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_99.jpg,Brown_anole_Brown_anole_99.jpg,1,Brown_anole,1,Brown_anole,0.5937086,0.5937086,0.5937086,0.29917163,0.29453695,0.8928802,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_88.jpg,Green_anole_Green_anole_88.jpg,4,Green_anole,4,Green_anole,0.58950937,0.58950937,0.08084976,0.58950937,-0.5086596,0.67035913,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_15.jpg,Brown_anole_Brown_anole_15.jpg,1,Brown_anole,1,Brown_anole,0.56914115,0.56914115,0.56914115,0.37779343,0.19134772,0.9469346,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_37.jpg,Brown_anole_Brown_anole_37.jpg,1,Brown_anole,2,Cuban_knight_anole,0.56537974,0.019890713,0.019890713,0.02824705,-0.0083563365,0.04813776,False,False,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_30.jpg,Green_anole_Green_anole_30.jpg,4,Green_anole,4,Green_anole,0.5570319,0.5570319,0.01606422,0.5570319,-0.5409677,0.57309616,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_131.jpg,Green_anole_Green_anole_131.jpg,4,Green_anole,4,Green_anole,0.5282345,0.5282345,0.060554825,0.5282345,-0.46767965,0.5887893,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_58.jpg,Green_anole_Green_anole_58.jpg,4,Green_anole,2,Cuban_knight_anole,0.5278243,0.38776052,0.04276034,0.38776052,-0.34500018,0.43052086,False,False,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_89.jpg,Brown_anole_Brown_anole_89.jpg,1,Brown_anole,1,Brown_anole,0.52709204,0.52709204,0.52709204,0.040321507,0.48677054,0.56741357,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_136.jpg,Brown_anole_Brown_anole_136.jpg,1,Brown_anole,2,Cuban_knight_anole,0.5256405,0.18864757,0.18864757,0.08284082,0.105806746,0.2714884,False,False,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_160.jpg,Green_anole_Green_anole_160.jpg,4,Green_anole,4,Green_anole,0.522743,0.522743,0.052639294,0.522743,-0.47010368,0.5753823,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Desert_iguana/Desert_iguana_Desert_iguana_198.jpg,Desert_iguana_Desert_iguana_198.jpg,3,Desert_iguana,1,Brown_anole,0.5142447,0.1023422,0.5142447,0.10020552,0.41403916,0.6144502,False,False,pred_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_173.jpg,Brown_anole_Brown_anole_173.jpg,1,Brown_anole,1,Brown_anole,0.5121424,0.5121424,0.5121424,0.3896733,0.12246913,0.9018157,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_94.jpg,Brown_anole_Brown_anole_94.jpg,1,Brown_anole,1,Brown_anole,0.51099277,0.51099277,0.51099277,0.014640149,0.4963526,0.5256329,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Anolis_carolinensis_12.jpg,Brown_anole_Anolis_carolinensis_12.jpg,1,Brown_anole,1,Brown_anole,0.4471736,0.4471736,0.4471736,0.23928156,0.20789203,0.68645513,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_64.jpg,Brown_anole_Brown_anole_64.jpg,1,Brown_anole,2,Cuban_knight_anole,0.41675937,0.22160465,0.22160465,0.14207417,0.07953048,0.3636788,False,False,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Brown_anole/Brown_anole_Brown_anole_151.jpg,Brown_anole_Brown_anole_151.jpg,1,Brown_anole,1,Brown_anole,0.40935466,0.40935466,0.40935466,0.05228042,0.35707423,0.46163508,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_49.jpg,Green_anole_Green_anole_49.jpg,4,Green_anole,2,Cuban_knight_anole,0.37476385,0.27271968,0.2134873,0.27271968,-0.059232384,0.48620698,False,False,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_68.jpg,Green_anole_Green_anole_68.jpg,4,Green_anole,4,Green_anole,0.32377535,0.32377535,0.040255718,0.32377535,-0.28351963,0.36403108,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_anole/Green_anole_Green_anole_117.jpg,Green_anole_Green_anole_117.jpg,4,Green_anole,4,Green_anole,0.3108331,0.3108331,0.29227796,0.3108331,-0.018555135,0.603111,False,True,true_brown_or_green
/kaggle/input/competitions/lizard-prediction-thomas-more/train/Green_iguana/Green_iguana_Green_iguana_213.jpg,Green_iguana_Green_iguana_213.jpg,5,Green_iguana,1,Brown_anole,0.2949829,0.052427582,0.2949829,0.070641115,0.2243418,0.365624,False,False,pred_brown_or_green
